geotype,geoid,geoname,varname,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,x2020,x2021,x2022,x2023
state,13,Georgia,corporationsOppose,,,,,,,,,12.35,12.4,10.76,12.07,14.2,14.37
state,15,Hawaii,corporationsOppose,,,,,,,,,10.56,11.11,8.86,11.08,13.84,14.44
state,16,Idaho,corporationsOppose,,,,,,,,,12.33,13.1,10.99,12.51,16.02,16.62
state,17,Illinois,corporationsOppose,,,,,,,,,9.4,10.06,8.43,9.71,11.92,12.09
state,18,Indiana,corporationsOppose,,,,,,,,,12.56,13.13,11.21,12.57,15.2,15.31
state,19,Iowa,corporationsOppose,,,,,,,,,10.87,11.74,9.64,11.1,13.3,13.65
state,20,Kansas,corporationsOppose,,,,,,,,,11.93,12.72,10.5,11.89,14.65,14.96
state,21,Kentucky,corporationsOppose,,,,,,,,,13.33,13.94,11.39,12.89,15.57,15.99
state,22,Louisiana,corporationsOppose,,,,,,,,,12.46,12.91,10.81,12.47,15.15,15.39
state,23,Maine,corporationsOppose,,,,,,,,,13.29,13.31,11.62,13.08,14.37,14.24
state,24,Maryland,corporationsOppose,,,,,,,,,9.7,10.2,7.95,8.9,10.54,10.93
state,25,Massachusetts,corporationsOppose,,,,,,,,,10.29,10.66,8.66,9.89,11.73,11.93
state,26,Michigan,corporationsOppose,,,,,,,,,10.48,11.05,9.39,10.62,12.86,13.02
state,27,Minnesota,corporationsOppose,,,,,,,,,10.63,11.35,8.76,9.92,11.62,11.76
state,28,Mississippi,corporationsOppose,,,,,,,,,11.59,12.0,9.59,10.99,14.31,14.84
state,29,Missouri,corporationsOppose,,,,,,,,,12.97,13.45,10.96,12.5,15.17,15.69
state,30,Montana,corporationsOppose,,,,,,,,,10.11,11.39,9.22,10.7,12.9,13.34
state,31,Nebraska,corporationsOppose,,,,,,,,,12.48,13.33,10.54,11.94,14.38,15.08
state,32,Nevada,corporationsOppose,,,,,,,,,12.36,12.41,10.52,11.87,14.56,14.69
state,33,New Hampshire,corporationsOppose,,,,,,,,,12.11,12.45,10.15,11.29,13.22,13.59
state,34,New Jersey,corporationsOppose,,,,,,,,,9.89,10.22,8.05,9.12,11.3,11.51
state,35,New Mexico,corporationsOppose,,,,,,,,,11.81,12.12,10.55,11.99,14.14,14.2
state,36,New York,corporationsOppose,,,,,,,,,9.12,9.74,7.99,9.13,11.46,11.79
state,37,North Carolina,corporationsOppose,,,,,,,,,12.81,13.01,10.63,12.01,13.95,14.31
state,38,North Dakota,corporationsOppose,,,,,,,,,11.47,13.06,10.69,12.19,14.7,15.26
state,39,Ohio,corporationsOppose,,,,,,,,,11.48,11.97,9.87,11.17,13.85,14.04
state,40,Oklahoma,corporationsOppose,,,,,,,,,13.25,14.03,11.35,12.77,16.34,16.91
state,41,Oregon,corporationsOppose,,,,,,,,,12.61,12.94,10.66,11.91,13.58,13.77
state,42,Pennsylvania,corporationsOppose,,,,,,,,,11.01,11.47,9.04,10.38,12.68,13.07
state,44,Rhode Island,corporationsOppose,,,,,,,,,12.84,12.67,10.29,11.57,14.36,14.58
state,45,South Carolina,corporationsOppose,,,,,,,,,12.14,12.64,10.46,11.68,14.52,14.93
state,46,South Dakota,corporationsOppose,,,,,,,,,11.99,12.9,10.69,12.09,15.16,16.0
state,47,Tennessee,corporationsOppose,,,,,,,,,13.53,13.9,11.48,12.99,16.33,16.88
state,48,Texas,corporationsOppose,,,,,,,,,12.99,13.21,11.53,13.1,15.6,15.75
state,49,Utah,corporationsOppose,,,,,,,,,11.08,12.14,10.16,11.66,14.08,14.46
state,50,Vermont,corporationsOppose,,,,,,,,,10.89,11.2,9.4,10.65,11.93,12.11
state,51,Virginia,corporationsOppose,,,,,,,,,11.97,12.15,9.77,10.91,12.83,13.39
state,53,Washington,corporationsOppose,,,,,,,,,11.63,12.07,9.51,10.58,12.57,12.93
state,54,West Virginia,corporationsOppose,,,,,,,,,13.23,14.3,10.98,12.7,15.83,16.31
state,55,Wisconsin,corporationsOppose,,,,,,,,,10.01,10.87,9.21,10.55,12.85,12.87
state,56,Wyoming,corporationsOppose,,,,,,,,,11.07,12.62,9.34,10.75,13.69,14.42
state,1,Alabama,devharm,,,,,46.0,,56.03,,54.44,55.19,58.0,61.13,59.27,58.17
state,2,Alaska,devharm,,,,,50.0,,61.54,,61.28,61.08,64.12,67.51,66.43,65.95
state,4,Arizona,devharm,,,,,53.0,,61.65,,61.14,61.22,64.0,67.54,66.18,65.85
state,5,Arkansas,devharm,,,,,47.0,,57.4,,57.23,57.28,60.59,63.91,60.88,60.02
state,6,California,devharm,,,,,61.0,,69.02,,68.47,68.48,71.42,74.26,73.07,72.79
state,8,Colorado,devharm,,,,,55.0,,62.86,,62.15,62.32,65.15,69.03,69.3,69.2
state,9,Connecticut,devharm,,,,,56.0,,65.96,,65.75,65.96,68.62,72.09,71.02,70.97
state,10,Delaware,devharm,,,,,55.0,,64.48,,62.71,63.66,65.42,69.2,67.94,68.13
state,11,District of Columbia,devharm,,,,,72.0,,80.25,,75.04,76.32,78.36,80.9,79.68,79.87
state,12,Florida,devharm,,,,,54.0,,62.78,,61.5,61.42,64.83,67.8,66.54,65.94
state,13,Georgia,devharm,,,,,51.0,,57.12,,55.71,55.46,58.45,62.21,61.96,61.26
state,15,Hawaii,devharm,,,,,67.0,,74.51,,73.19,73.96,76.42,67.89,74.4,73.66
state,16,Idaho,devharm,,,,,47.0,,56.06,,56.23,56.07,59.73,63.53,61.42,60.64
state,17,Illinois,devharm,,,,,56.0,,64.69,,63.57,63.59,66.83,70.12,68.57,68.31
state,18,Indiana,devharm,,,,,48.0,,55.6,,54.59,54.81,57.75,61.62,59.63,59.36
state,19,Iowa,devharm,,,,,51.0,,60.24,,58.53,59.3,62.65,66.22,64.03,63.38
state,20,Kansas,devharm,,,,,48.0,,57.27,,57.12,56.47,59.55,62.88,62.29,62.03
state,21,Kentucky,devharm,,,,,47.0,,55.16,,54.17,54.27,56.96,59.41,57.57,57.41
state,22,Louisiana,devharm,,,,,47.0,,56.9,,56.49,55.49,58.59,60.07,59.65,59.76
state,23,Maine,devharm,,,,,54.0,,62.86,,61.03,60.79,63.01,66.54,66.89,67.17
state,24,Maryland,devharm,,,,,57.0,,67.74,,67.0,67.91,71.04,74.36,73.17,72.47
state,25,Massachusetts,devharm,,,,,58.0,,68.13,,67.79,67.52,70.74,73.53,72.9,72.74
state,26,Michigan,devharm,,,,,51.0,,60.19,,59.24,59.12,62.11,66.25,65.8,65.33
state,27,Minnesota,devharm,,,,,53.0,,63.49,,63.45,63.88,66.45,69.38,68.79,68.74
state,28,Mississippi,devharm,,,,,48.0,,54.79,,52.11,50.76,53.77,58.36,57.35,56.1
state,29,Missouri,devharm,,,,,50.0,,59.81,,58.3,58.06,60.99,63.12,61.43,61.0
state,30,Montana,devharm,,,,,49.0,,58.13,,56.06,56.53,60.6,63.98,62.28,61.79
state,31,Nebraska,devharm,,,,,48.0,,56.56,,56.65,55.48,59.3,62.52,61.51,61.22
state,32,Nevada,devharm,,,,,55.0,,63.77,,62.36,62.45,65.3,68.42,65.99,65.61
state,33,New Hampshire,devharm,,,,,51.0,,61.72,,61.13,60.61,63.45,67.5,67.39,67.11
state,34,New Jersey,devharm,,,,,58.0,,68.69,,67.52,68.42,71.88,75.17,74.11,73.88
state,35,New Mexico,devharm,,,,,58.0,,66.32,,65.03,65.21,67.09,69.55,67.48,67.25
state,36,New York,devharm,,,,,61.0,,69.04,,67.99,67.86,70.95,73.89,72.52,71.89
state,37,North Carolina,devharm,,,,,52.0,,60.81,,60.04,60.42,63.32,66.26,65.73,65.17
state,38,North Dakota,devharm,,,,,45.0,,52.85,,50.46,48.96,51.74,54.23,53.43,53.21
state,39,Ohio,devharm,,,,,49.0,,58.63,,57.49,57.77,61.2,64.38,63.16,62.6
state,40,Oklahoma,devharm,,,,,47.0,,55.26,,54.19,53.25,55.82,59.93,57.76,57.01
state,41,Oregon,devharm,,,,,57.0,,66.69,,66.45,66.71,69.32,72.67,71.65,71.41
state,42,Pennsylvania,devharm,,,,,52.0,,61.19,,60.2,60.09,64.16,67.29,66.09,65.22
state,44,Rhode Island,devharm,,,,,56.0,,66.01,,64.98,64.9,67.19,69.69,67.8,67.65
state,45,South Carolina,devharm,,,,,48.0,,58.93,,57.36,57.63,60.53,64.64,62.62,61.85
state,46,South Dakota,devharm,,,,,48.0,,55.97,,54.33,53.08,57.04,62.12,60.04,58.76
state,47,Tennessee,devharm,,,,,48.0,,56.06,,54.56,54.03,57.5,61.02,59.13,57.96
state,48,Texas,devharm,,,,,53.0,,62.68,,62.28,62.02,64.65,67.53,65.75,65.5
state,49,Utah,devharm,,,,,47.0,,53.82,,56.5,57.22,59.5,63.23,61.58,61.1
state,50,Vermont,devharm,,,,,58.0,,67.27,,65.19,65.0,67.6,71.21,70.95,70.85
state,51,Virginia,devharm,,,,,53.0,,63.98,,63.4,64.53,66.93,70.14,69.4,68.79
state,53,Washington,devharm,,,,,58.0,,66.73,,66.41,66.41,69.59,73.38,72.74,72.24
state,54,West Virginia,devharm,,,,,44.0,,51.19,,48.53,49.06,52.87,55.05,52.47,51.97
state,55,Wisconsin,devharm,,,,,52.0,,62.34,,61.47,62.11,64.22,67.15,65.79,65.45
state,56,Wyoming,devharm,,,,,43.0,,50.91,,49.08,48.55,51.62,53.9,53.54,52.65
state,1,Alabama,devharmOppose,,,,,37.0,,28.73,,27.85,29.97,24.78,24.4,25.61,26.25
state,2,Alaska,devharmOppose,,,,,39.0,,28.24,,27.53,30.84,24.61,23.56,23.62,23.9
state,4,Arizona,devharmOppose,,,,,35.0,,27.73,,25.9,28.38,23.3,21.61,22.7,22.97
state,5,Arkansas,devharmOppose,,,,,37.0,,29.64,,28.68,31.16,24.98,24.24,26.09,26.33
state,6,California,devharmOppose,,,,,27.0,,20.39,,19.42,21.19,16.81,16.03,17.06,17.09
state,8,Colorado,devharmOppose,,,,,34.0,,27.26,,26.19,28.75,23.31,21.91,21.25,21.35
state,9,Connecticut,devharmOppose,,,,,32.0,,24.04,,22.78,24.4,19.72,18.43,19.38,19.51
state,10,Delaware,devharmOppose,,,,,31.0,,24.2,,23.87,25.7,22.54,20.88,21.67,21.58
state,11,District of Columbia,devharmOppose,,,,,17.0,,12.24,,14.79,16.46,13.97,12.98,13.17,13.16
state,12,Florida,devharmOppose,,,,,34.0,,26.16,,25.35,27.85,22.29,21.26,22.2,22.62
state,13,Georgia,devharmOppose,,,,,33.0,,26.37,,25.27,27.79,22.78,21.05,22.51,23.18
state,15,Hawaii,devharmOppose,,,,,25.0,,17.75,,17.71,19.61,15.57,20.77,17.87,18.22
state,16,Idaho,devharmOppose,,,,,40.0,,32.05,,31.44,34.52,28.23,26.83,27.04,27.64
state,17,Illinois,devharmOppose,,,,,31.0,,23.15,,22.82,24.94,19.73,18.67,20.32,20.35
state,18,Indiana,devharmOppose,,,,,38.0,,31.14,,30.92,33.78,28.01,26.67,28.28,28.07
state,19,Iowa,devharmOppose,,,,,37.0,,29.24,,29.26,31.38,26.0,24.45,26.18,26.26
state,20,Kansas,devharmOppose,,,,,40.0,,31.41,,30.42,33.22,27.65,26.38,27.19,27.3
state,21,Kentucky,devharmOppose,,,,,40.0,,33.08,,32.03,35.35,29.95,29.12,30.27,30.74
state,22,Louisiana,devharmOppose,,,,,37.0,,27.12,,26.38,29.03,23.88,24.34,24.62,24.9
state,23,Maine,devharmOppose,,,,,36.0,,28.79,,29.08,31.97,27.3,26.16,25.09,24.96
state,24,Maryland,devharmOppose,,,,,28.0,,20.16,,19.02,20.5,16.01,14.64,15.74,15.95
state,25,Massachusetts,devharmOppose,,,,,32.0,,23.79,,21.69,23.51,18.91,17.81,18.3,18.33
state,26,Michigan,devharmOppose,,,,,36.0,,26.6,,26.3,28.57,23.2,22.16,22.44,22.54
state,27,Minnesota,devharmOppose,,,,,38.0,,28.55,,27.33,29.43,24.2,22.6,22.8,22.56
state,28,Mississippi,devharmOppose,,,,,34.0,,26.05,,25.54,27.68,22.18,21.0,23.51,24.18
state,29,Missouri,devharmOppose,,,,,36.0,,29.32,,29.64,32.25,26.42,25.4,26.6,26.8
state,30,Montana,devharmOppose,,,,,39.0,,31.15,,30.1,33.02,27.16,25.62,26.52,26.67
state,31,Nebraska,devharmOppose,,,,,40.0,,32.15,,31.41,34.38,27.46,26.0,27.11,27.18
state,32,Nevada,devharmOppose,,,,,32.0,,24.91,,24.53,26.74,22.04,21.17,22.58,22.8
state,33,New Hampshire,devharmOppose,,,,,38.0,,29.32,,28.47,30.8,24.62,22.77,23.12,23.14
state,34,New Jersey,devharmOppose,,,,,28.0,,20.57,,20.34,21.87,17.27,16.17,16.49,16.3
state,35,New Mexico,devharmOppose,,,,,31.0,,24.3,,23.32,25.61,21.45,20.33,22.57,22.67
state,36,New York,devharmOppose,,,,,27.0,,19.68,,19.38,21.57,16.91,16.0,17.14,17.4
state,37,North Carolina,devharmOppose,,,,,33.0,,25.69,,25.28,27.43,21.97,21.03,21.59,21.98
state,38,North Dakota,devharmOppose,,,,,44.0,,34.89,,35.58,39.45,33.48,32.83,34.75,35.15
state,39,Ohio,devharmOppose,,,,,38.0,,28.4,,28.4,30.82,24.93,24.23,24.9,24.94
state,40,Oklahoma,devharmOppose,,,,,41.0,,32.22,,31.67,34.85,29.14,28.05,29.4,29.98
state,41,Oregon,devharmOppose,,,,,32.0,,25.2,,24.54,26.64,22.65,21.65,21.08,21.04
state,42,Pennsylvania,devharmOppose,,,,,35.0,,26.84,,26.59,29.27,22.99,22.15,22.7,23.33
state,44,Rhode Island,devharmOppose,,,,,33.0,,25.04,,25.21,27.25,21.65,21.07,22.46,22.59
state,45,South Carolina,devharmOppose,,,,,35.0,,26.49,,25.97,28.2,23.36,21.93,23.44,23.93
state,46,South Dakota,devharmOppose,,,,,39.0,,31.0,,31.72,34.71,28.11,25.73,28.0,28.59
state,47,Tennessee,devharmOppose,,,,,37.0,,29.6,,29.07,31.7,26.1,25.0,26.35,26.88
state,48,Texas,devharmOppose,,,,,33.0,,25.72,,24.42,26.79,22.3,21.07,22.76,22.75
state,49,Utah,devharmOppose,,,,,41.0,,35.7,,30.58,33.47,28.03,26.77,27.28,27.54
state,50,Vermont,devharmOppose,,,,,33.0,,25.34,,24.76,26.94,22.07,20.62,21.32,21.44
state,51,Virginia,devharmOppose,,,,,33.0,,24.15,,23.33,25.14,20.15,18.8,19.54,20.02
state,53,Washington,devharmOppose,,,,,33.0,,25.11,,23.87,26.23,20.97,19.78,19.88,20.12
state,54,West Virginia,devharmOppose,,,,,42.0,,35.04,,35.48,39.24,32.52,32.91,33.78,34.21
state,55,Wisconsin,devharmOppose,,,,,36.0,,27.61,,26.67,28.73,24.38,23.26,24.07,24.06
state,56,Wyoming,devharmOppose,,,,,45.0,,36.61,,35.85,39.67,32.04,31.89,32.4,32.89
state,1,Alabama,discuss,32.25,23.65,24.52,24.71,23.77,26.51,24.55,27.98,30.01,27.26,26.17,27.3,26.96,27.69
state,2,Alaska,discuss,44.76,35.79,34.3,34.64,33.01,38.43,38.14,41.39,40.87,43.08,39.61,39.19,37.6,38.61
state,4,Arizona,discuss,41.43,33.23,32.74,33.03,31.32,35.2,35.79,39.59,40.29,40.0,38.06,37.31,36.23,37.28
state,5,Arkansas,discuss,33.64,25.56,25.56,25.56,24.25,28.06,27.98,30.74,31.77,30.39,28.68,29.34,27.62,28.37
state,6,California,discuss,41.45,36.26,36.43,36.3,35.58,39.02,42.77,45.12,45.88,46.61,44.81,42.65,41.65,42.73
state,8,Colorado,discuss,41.01,35.55,35.94,34.41,33.89,38.13,39.47,40.96,42.43,42.16,40.65,40.05,40.76,41.85
state,9,Connecticut,discuss,38.93,33.58,34.76,33.51,33.74,36.46,38.66,39.63,40.8,41.13,39.64,38.32,37.87,39.13
state,10,Delaware,discuss,33.6,30.27,30.0,29.45,29.75,31.84,33.24,34.76,36.64,36.22,35.32,34.1,34.09,35.47
state,11,District of Columbia,discuss,37.5,36.84,33.8,33.62,33.12,36.22,41.31,43.72,44.19,45.38,45.0,45.49,45.48,46.77
state,12,Florida,discuss,36.1,28.42,29.13,28.71,27.4,32.23,32.88,34.64,36.85,35.61,34.5,33.85,33.43,34.49
state,13,Georgia,discuss,33.72,27.8,27.84,27.63,26.79,29.66,31.35,34.04,34.9,35.11,32.68,32.18,32.05,32.95
state,15,Hawaii,discuss,41.87,40.49,38.22,37.98,38.65,40.98,45.4,45.83,47.35,48.1,47.29,35.45,41.32,42.2
state,16,Idaho,discuss,39.81,30.17,30.52,30.9,30.41,35.03,33.82,37.21,38.97,38.78,35.37,34.09,31.85,32.8
state,17,Illinois,discuss,35.85,31.16,30.91,29.93,30.15,31.96,34.32,36.39,37.56,38.16,37.36,36.9,36.31,37.06
state,18,Indiana,discuss,34.5,27.88,26.97,28.22,26.26,29.18,27.46,30.72,33.05,31.51,28.5,30.03,28.5,29.6
state,19,Iowa,discuss,34.39,29.61,30.53,30.87,30.26,31.25,31.34,34.1,34.86,34.86,33.07,33.18,31.92,32.92
state,20,Kansas,discuss,37.01,30.13,29.23,30.2,28.3,31.07,30.22,34.1,35.29,34.14,31.72,32.14,31.09,32.15
state,21,Kentucky,discuss,32.52,24.6,24.54,25.3,24.48,26.86,24.16,28.39,29.25,28.57,26.7,28.22,27.38,28.42
state,22,Louisiana,discuss,34.73,24.97,26.18,27.59,25.25,27.74,26.9,30.05,31.06,29.5,27.08,28.68,28.41,29.38
state,23,Maine,discuss,37.0,32.95,32.09,31.94,32.51,33.71,36.52,38.03,40.03,38.64,37.75,35.15,35.36,37.08
state,24,Maryland,discuss,35.65,32.65,32.07,31.77,32.36,34.57,37.56,39.34,40.31,42.26,39.74,40.12,39.15,40.01
state,25,Massachusetts,discuss,39.01,35.39,34.94,34.49,34.07,37.24,40.96,42.23,43.32,45.04,42.56,41.67,41.49,42.76
state,26,Michigan,discuss,33.28,27.97,29.45,30.14,29.91,31.12,31.47,34.09,36.72,36.05,34.06,33.64,33.38,34.5
state,27,Minnesota,discuss,36.34,30.81,30.12,31.57,30.55,33.17,33.5,35.78,38.74,38.0,35.97,36.07,36.76,37.9
state,28,Mississippi,discuss,31.06,24.39,24.44,25.56,24.57,25.91,25.63,28.49,30.52,28.53,27.14,28.49,27.01,27.81
state,29,Missouri,discuss,35.49,29.41,28.72,28.4,27.99,29.85,30.36,33.64,34.7,33.13,32.17,31.51,30.26,31.49
state,30,Montana,discuss,39.79,33.36,32.1,32.51,30.83,34.97,33.84,37.25,38.21,38.11,36.43,35.67,34.57,35.43
state,31,Nebraska,discuss,36.11,28.99,28.89,29.94,28.04,31.51,30.2,32.49,34.89,33.42,32.08,31.92,31.06,31.92
state,32,Nevada,discuss,38.76,33.36,33.5,32.68,32.07,34.51,35.41,37.25,39.09,38.8,36.95,36.3,34.29,35.27
state,33,New Hampshire,discuss,38.75,32.5,33.92,34.54,33.65,35.48,35.6,37.66,41.41,41.24,36.08,36.7,36.06,37.59
state,34,New Jersey,discuss,35.73,32.18,31.1,31.35,30.17,34.01,36.55,38.34,38.53,39.71,37.63,36.96,37.4,38.11
state,35,New Mexico,discuss,41.06,35.68,35.18,35.69,34.69,37.26,37.14,39.75,42.93,41.36,39.74,38.52,35.07,36.38
state,36,New York,discuss,36.55,34.51,31.51,31.3,30.72,34.67,38.32,41.46,39.69,42.94,40.37,39.92,38.25,38.84
state,37,North Carolina,discuss,36.29,29.81,29.59,29.65,28.95,31.46,32.25,34.51,35.86,35.39,32.89,34.11,33.55,34.76
state,38,North Dakota,discuss,37.08,29.43,28.79,29.27,27.81,31.3,28.1,30.82,33.34,32.57,29.89,29.5,27.83,28.7
state,39,Ohio,discuss,33.91,27.75,27.13,27.63,28.0,31.1,29.67,32.53,34.65,33.41,31.3,31.73,30.62,31.89
state,40,Oklahoma,discuss,36.64,26.99,27.22,27.14,25.79,30.16,27.35,30.71,32.37,30.44,27.9,29.69,27.72,28.72
state,41,Oregon,discuss,40.81,36.87,34.58,34.89,34.13,38.15,41.33,42.94,44.38,45.72,43.59,41.36,41.38,42.82
state,42,Pennsylvania,discuss,35.15,29.84,29.29,28.74,27.82,30.34,31.03,34.09,35.27,34.8,33.41,32.99,32.93,33.73
state,44,Rhode Island,discuss,37.8,32.96,32.75,33.63,33.2,34.64,37.39,39.5,41.15,39.88,38.78,36.66,34.76,36.27
state,45,South Carolina,discuss,35.26,27.84,28.49,28.7,27.13,30.22,29.8,32.81,35.21,33.15,31.25,31.58,30.17,31.15
state,46,South Dakota,discuss,36.32,28.98,29.14,28.73,27.74,30.66,29.66,31.78,34.63,33.01,31.0,31.77,29.92,30.62
state,47,Tennessee,discuss,32.55,24.66,26.44,26.1,24.47,28.3,26.52,29.56,30.86,29.54,26.94,29.25,28.01,29.09
state,48,Texas,discuss,35.84,28.57,28.1,28.64,27.6,31.35,31.12,33.64,35.35,34.66,33.03,32.7,31.91,33.05
state,49,Utah,discuss,42.05,32.79,31.69,32.7,28.73,35.18,34.39,38.66,39.12,38.54,35.62,35.45,34.1,35.07
state,50,Vermont,discuss,36.92,33.8,33.28,34.98,33.95,35.8,38.46,41.33,41.73,42.33,40.71,39.09,39.6,40.92
state,51,Virginia,discuss,36.95,31.16,30.81,30.45,30.28,34.2,34.72,37.6,39.13,39.33,38.05,37.52,36.75,37.89
state,53,Washington,discuss,42.42,37.77,35.68,36.97,35.36,39.72,41.9,43.92,44.62,46.62,43.7,42.8,42.35,43.59
state,54,West Virginia,discuss,35.4,27.15,27.04,27.79,26.02,30.2,26.82,27.87,30.3,29.05,27.74,27.72,25.19,26.22
state,55,Wisconsin,discuss,34.76,28.19,30.56,29.51,28.93,31.59,30.79,33.96,34.84,35.46,32.16,33.16,33.29,34.39
state,56,Wyoming,discuss,42.08,31.91,31.45,31.24,28.36,33.49,29.77,34.14,34.54,34.93,32.7,31.65,29.62,30.24
state,1,Alabama,discussOppose,,,,,,,72.67,,71.26,71.27,71.89,72.73,73.04,72.31
state,2,Alaska,discussOppose,,,,,,,62.46,,60.18,60.41,59.61,59.98,62.4,61.39
state,4,Arizona,discussOppose,,,,,,,63.11,,60.84,61.11,61.77,62.54,63.77,62.72
state,5,Arkansas,discussOppose,,,,,,,71.14,,69.55,69.58,69.45,70.44,72.39,71.63
state,6,California,discussOppose,,,,,,,60.58,,58.3,57.77,57.71,57.21,58.35,57.27
state,8,Colorado,discussOppose,,,,,,,60.77,,58.94,59.22,59.82,60.01,59.24,58.15
state,9,Connecticut,discussOppose,,,,,,,64.21,,62.82,61.32,61.02,61.62,62.13,60.87
state,10,Delaware,discussOppose,,,,,,,67.83,,66.01,65.79,67.68,66.36,65.91,64.53
state,11,District of Columbia,discussOppose,,,,,,,57.0,,55.39,56.42,57.06,54.77,54.53,53.23
state,12,Florida,discussOppose,,,,,,,68.35,,65.84,65.57,66.19,66.12,66.57,65.51
state,13,Georgia,discussOppose,,,,,,,69.57,,67.57,67.18,67.93,67.88,67.95,67.05
state,15,Hawaii,discussOppose,,,,,,,56.79,,55.45,54.85,54.65,64.04,58.68,57.8
state,16,Idaho,discussOppose,,,,,,,65.59,,63.71,62.98,62.88,65.35,68.15,67.2
state,17,Illinois,discussOppose,,,,,,,65.85,,63.53,63.51,63.29,62.74,63.69,62.94
state,18,Indiana,discussOppose,,,,,,,70.88,,68.71,69.17,69.87,69.85,71.5,70.4
state,19,Iowa,discussOppose,,,,,,,68.19,,67.73,66.93,66.87,66.85,68.08,67.08
state,20,Kansas,discussOppose,,,,,,,69.56,,67.17,66.59,66.96,67.92,68.91,67.85
state,21,Kentucky,discussOppose,,,,,,,72.04,,69.91,70.61,71.77,71.77,72.63,71.58
state,22,Louisiana,discussOppose,,,,,,,70.97,,69.7,69.85,70.66,71.43,71.59,70.62
state,23,Maine,discussOppose,,,,,,,65.51,,63.05,63.03,64.94,65.11,64.64,62.92
state,24,Maryland,discussOppose,,,,,,,64.81,,62.62,62.05,61.75,60.02,60.86,59.99
state,25,Massachusetts,discussOppose,,,,,,,62.08,,59.1,58.68,58.28,58.34,58.51,57.24
state,26,Michigan,discussOppose,,,,,,,69.05,,67.08,66.41,66.78,66.28,66.62,65.5
state,27,Minnesota,discussOppose,,,,,,,66.58,,64.28,64.04,64.41,64.05,63.24,62.1
state,28,Mississippi,discussOppose,,,,,,,72.33,,70.94,70.91,71.6,71.55,72.99,72.19
state,29,Missouri,discussOppose,,,,,,,69.82,,67.45,67.09,67.75,68.55,69.74,68.51
state,30,Montana,discussOppose,,,,,,,63.46,,63.47,63.22,62.62,63.79,65.43,64.57
state,31,Nebraska,discussOppose,,,,,,,69.59,,67.64,67.27,66.96,68.0,68.94,68.09
state,32,Nevada,discussOppose,,,,,,,63.17,,61.83,61.75,62.93,63.6,65.71,64.73
state,33,New Hampshire,discussOppose,,,,,,,65.77,,63.67,63.0,63.18,63.32,63.94,62.41
state,34,New Jersey,discussOppose,,,,,,,65.53,,63.51,63.42,63.0,63.05,62.6,61.89
state,35,New Mexico,discussOppose,,,,,,,61.86,,60.56,61.19,62.63,61.68,64.94,63.62
state,36,New York,discussOppose,,,,,,,62.93,,60.13,60.16,60.05,59.82,61.76,61.16
state,37,North Carolina,discussOppose,,,,,,,68.86,,66.38,66.04,66.34,65.88,66.45,65.24
state,38,North Dakota,discussOppose,,,,,,,69.13,,69.02,69.43,69.52,70.41,72.17,71.3
state,39,Ohio,discussOppose,,,,,,,70.1,,68.01,67.72,68.24,68.21,69.38,68.12
state,40,Oklahoma,discussOppose,,,,,,,70.36,,68.67,69.02,69.67,70.21,72.28,71.28
state,41,Oregon,discussOppose,,,,,,,61.7,,58.56,58.64,59.29,58.56,58.62,57.18
state,42,Pennsylvania,discussOppose,,,,,,,68.81,,66.69,66.87,67.19,66.98,67.07,66.27
state,44,Rhode Island,discussOppose,,,,,,,64.61,,62.39,62.28,63.22,63.6,65.24,63.74
state,45,South Carolina,discussOppose,,,,,,,70.43,,68.64,68.07,68.35,68.37,69.83,68.85
state,46,South Dakota,discussOppose,,,,,,,69.17,,68.01,66.91,66.57,67.92,70.08,69.38
state,47,Tennessee,discussOppose,,,,,,,71.96,,69.34,69.48,70.39,70.73,71.99,70.91
state,48,Texas,discussOppose,,,,,,,68.28,,66.19,66.47,67.54,67.38,68.09,66.95
state,49,Utah,discussOppose,,,,,,,65.31,,62.3,62.57,62.33,64.06,65.9,64.93
state,50,Vermont,discussOppose,,,,,,,62.65,,61.11,60.77,61.62,61.13,60.4,59.08
state,51,Virginia,discussOppose,,,,,,,66.81,,64.08,63.7,63.38,62.47,63.25,62.11
state,53,Washington,discussOppose,,,,,,,61.3,,58.15,58.1,57.91,56.98,57.65,56.41
state,54,West Virginia,discussOppose,,,,,,,72.15,,71.2,71.51,71.79,72.14,74.81,73.78
state,55,Wisconsin,discussOppose,,,,,,,68.47,,66.73,66.42,67.03,66.71,66.71,65.61
state,56,Wyoming,discussOppose,,,,,,,65.73,,65.83,66.47,65.46,67.61,70.38,69.76
state,1,Alabama,drillanwr,,,,,,,,,36.25,36.31,35.53,34.69,36.13,36.55
state,2,Alaska,drillanwr,,,,,,,,,32.54,34.56,31.7,29.7,30.94,31.21
state,4,Arizona,drillanwr,,,,,,,,,36.45,38.2,35.54,33.42,33.01,32.23
state,5,Arkansas,drillanwr,,,,,,,,,36.84,38.0,34.91,33.62,36.12,37.19
state,6,California,drillanwr,,,,,,,,,26.55,27.87,26.88,26.21,26.88,26.45
state,8,Colorado,drillanwr,,,,,,,,,32.15,31.27,30.7,28.44,26.96,26.67
state,9,Connecticut,drillanwr,,,,,,,,,29.75,30.71,30.71,28.26,27.89,27.55
state,10,Delaware,drillanwr,,,,,,,,,33.74,32.95,33.12,31.32,29.82,28.95
